# postcodes.txt
#
# This file is distributed as part of FindMyNearest. It contains
# calculated mean locations for GB postcode areas, districts and
# sectors.
#
# These data are derived from the Ordnance Survey Code Point Open
# data and are made availabe under the Creative Commons 
# Attribution 3.0 licence, see
# http://creativecommons.org/licenses/by/3.0/
#
# Any derivitive work must retain the following attribution
#
# Contains Ordnance Survey data (c) Crown copyright and 
# database right 2010
#
# Contains Royal Mail data (c) Royal Mail copyright and 
# database right 2010
#
# postcode	eastings	northings
BN5 0	522088	114407
BN5 9	521790	115619
BN5	521812	115531
BN50 9	531041	104611
BN50	531041	104611
BN51 9	536888	102381
BN51	536888	102381
BN52 9	529103	105273
BN52	529103	105273
BN6 0	530670	115506
BN6 8	531546	115613
BN6 9	528157	116688
BN6	529835	116143
BN7 1	540861	110132
BN7 2	541631	110568
BN7 3	538931	111238
BN7 9	541842	110581
BN7	540815	110574
BN8 4	540122	119250
BN8 5	544360	113344
BN8 6	549283	112044
BN8	544361	114929
BN88 1	531069	104698
BN88 3	531040	104624
BN88	531065	104689
BN9 0	545241	102234
BN9 1	544399	101359
BN9 9	544168	101197
BN9	544556	101570
BN99 3	510796	104046
BN99 6	512464	103245
BN99 8	517071	103904
BN99	513006	103341
BN	533113	105016
BR1 1	540304	169263
BR1 2	542215	168957
BR1 3	540514	169768
BR1 4	539629	170734
BR1 5	539902	171713
BR1 9	540457	169538
BR1	540618	170015
BR2 0	539471	168868
BR2 6	541645	164130
BR2 7	540137	166452
BR2 8	542481	166735
BR2 9	540985	168135
BR2	540768	167395
BR3 1	536984	170093
BR3 3	537110	168054
BR3 4	536101	169018
BR3 5	537965	169778
BR3 6	538097	168661
BR3 9	535921	168253
BR3	537012	169065
BR4 0	538538	166443
BR4 9	538846	165409
BR4	538699	165902
BR5 1	544794	167308
BR5 2	546318	168457
BR5 3	547172	168752
BR5 4	547428	166732
BR5	546420	167870
BR6 0	546115	166410
BR6 6	546115	164002
BR6 7	545676	163802
BR6 8	544333	165721
BR6 9	546010	165074
BR6	545694	165025
BR7 5	543089	170109
BR7 6	544204	170743
BR7	543655	170431
BR8 7	551329	169364
BR8 8	551410	167882
BR8 9	551423	168562
BR8	551359	168852
BR	542523	168072
BS1 1	358825	172959
BS1 2	358877	173221
BS1 3	359170	173487
BS1 4	358704	172690
BS1 5	358291	172870
BS1 6	358943	172435
BS1 9	359324	173142
BS1	358854	172890
BS10 5	358656	177823
BS10 6	358070	178905
BS10 7	356583	179397
BS10	357702	178776
BS11 0	354010	178033
BS11 1	351799	178086
BS11 8	352637	179010
BS11 9	352445	177510
BS11	353189	177831
BS13 0	358572	167574
BS13 7	357418	169323
BS13 8	356592	168285
BS13 9	357568	167921
BS13	357524	168292
BS14 0	360317	167842
BS14 8	362093	168530
BS14 9	360764	168879
BS14	360969	168395
BS15 1	364343	174307
BS15 3	364241	172012
BS15 4	365821	174357
BS15 8	364485	173386
BS15 9	365541	173178
BS15	364886	173545
BS16 1	362891	177244
BS16 2	363543	176331
BS16 3	363180	175311
BS16 4	364486	175374
BS16 5	364875	176155
BS16 6	365434	177587
BS16 7	366652	177094
BS16 9	367658	176250
BS16	364643	176449
BS2 0	360095	172807
BS2 2	360136	173453
BS2 8	358987	173779
BS2 9	359945	174300
BS2	359665	173609
BS20 0	352260	175720
BS20 6	346395	176010
BS20 7	347712	176316
BS20 8	344778	175683
BS20	347793	175991
BS21 5	340774	170235
BS21 6	341424	170674
BS21 7	340639	171653
BS21 9	340495	171582
BS21	341001	171023
BS22 6	335872	162696
BS22 7	336726	163528
BS22 8	334607	161919
BS22 9	334577	163218
BS22	335359	162808
BS23 1	332123	161205
BS23 2	332242	162020
BS23 3	332966	160683
BS23 4	332134	159364
BS23 9	332793	161097
BS23	332435	160914
BS24 0	334014	155670
BS24 6	339850	163290
BS24 7	336191	161360
BS24 8	336152	159851
BS24 9	333962	158678
BS24	335248	159262
BS25 1	342808	157587
BS25 5	343143	159621
BS25 9	341975	158358
BS25	342900	158169
BS26 2	340460	153724
BS26	340460	153724
BS27 3	346278	152835
BS27	346278	152835
BS28 4	343149	148251
BS28	343149	148251
BS29 6	339283	159335
BS29	339283	159335
BS3 1	357941	171758
BS3 2	356994	170980
BS3 3	357922	171128
BS3 4	359061	171492
BS3 5	358836	170729
BS3 9	358286	171251
BS3	358183	171237
BS30 5	369269	173106
BS30 6	367465	170520
BS30 7	365836	171947
BS30 8	366766	172312
BS30 9	366424	171342
BS30	367287	171925
BS31 1	365904	167892
BS31 2	364827	168104
BS31 3	368097	167097
BS31 9	365400	168626
BS31	365882	167839
BS32 0	362040	182324
BS32 4	360745	183901
BS32 8	362197	181214
BS32 9	361520	182215
BS32	361347	182900
BS34 5	359757	181705
BS34 6	361233	181529
BS34 7	360522	179201
BS34 8	361918	180235
BS34	360856	180677
BS35 1	363385	191183
BS35 2	364275	189826
BS35 3	363529	188100
BS35 4	357440	186523
BS35 5	357089	182308
BS35 9	363679	190073
BS35	362138	188883
BS36 1	365249	180553
BS36 2	367109	181143
BS36	366319	180892
BS37 4	371075	181975
BS37 5	370632	182963
BS37 6	373124	182056
BS37 7	371068	183918
BS37 8	370637	180611
BS37 9	368063	183952
BS37	371291	182439
BS39 4	361848	163469
BS39 5	361180	158902
BS39 6	363949	157306
BS39 7	365201	156318
BS39	362879	159042
BS4 1	359234	169745
BS4 2	360472	170807
BS4 3	361131	171519
BS4 4	362359	171754
BS4 5	362127	170291
BS4 9	359570	172085
BS4	360928	170886
BS40 5	347255	162113
BS40 6	355151	156638
BS40 7	350046	159103
BS40 8	355536	162988
BS40 9	352106	165675
BS40	351961	161065
BS41 8	356007	166846
BS41 9	354154	170372
BS41	354634	169460
BS48 1	348479	170958
BS48 2	347154	170509
BS48 3	349444	168326
BS48 4	346702	169739
BS48	348056	169869
BS49 4	343451	165854
BS49 5	343927	163684
BS49	343603	165160
BS5 0	360521	173800
BS5 5	361423	173987
BS5 6	361192	174738
BS5 7	362657	174081
BS5 8	362989	173108
BS5 9	361286	173353
BS5	361759	173820
BS6 5	359213	174468
BS6 6	357987	174505
BS6 7	358041	175496
BS6 9	359111	174517
BS6	358414	174807
BS7 0	360004	177692
BS7 8	358962	175751
BS7 9	360023	176146
BS7	359719	176604
BS8 1	357837	173256
BS8 2	357472	174203
BS8 3	355330	173285
BS8 4	357102	172801
BS8 9	357424	173013
BS8	356891	173357
BS80 8	360374	180480
BS80	360374	180480
BS9 1	356041	175754
BS9 2	355395	177031
BS9 3	356943	177196
BS9 4	357940	176807
BS9	356586	176678
BS98 1	359911	173473
BS98	359911	173473
BS99 1	360204	173429
BS99 2	360204	173429
BS99 3	360204	173429
BS99 5	360204	173429
BS99 6	356651	169926
BS99 7	360197	173499
BS99	359855	173109
BS	356117	171918
CA1 1	340543	555779
CA1 2	341472	555297
CA1 3	342415	554037
CA1 9	339823	555866
CA1	341480	555007
CA10 1	359421	533996
CA10 2	352164	524826
CA10 3	359418	513827
CA10	357497	524138
CA11 0	343674	526712
CA11 1	351506	530297
CA11 7	351510	530295
CA11 8	352303	530271
CA11 9	349537	533798
CA11	349429	530212
CA12 4	327748	524403
CA12 5	325852	522912
CA12	326789	523649
CA13 0	310325	530548
CA13 9	313550	530012
CA13	311861	530293
CA14 1	302391	530061
CA14 2	299829	528625
CA14 3	300015	527784
CA14 4	302054	525787
CA14 5	299655	525378
CA14 9	299931	529064
CA14	300808	527711
CA15 6	305366	538284
CA15 7	305259	535707
CA15 8	303209	534781
CA15	304650	536258
CA16 6	368818	519999
CA16	368818	519999
CA17 4	377354	509396
CA17	377354	509396
CA18 1	309676	496311
CA18	309676	496311
CA19 1	310138	499959
CA19	310138	499959
CA2 4	340589	553718
CA2 5	339503	555289
CA2 6	338324	554470
CA2 7	337964	555691
CA2	339081	554816
CA20 1	305183	502620
CA20	305183	502620
CA21 2	301774	506620
CA21	301774	506620
CA22 2	300790	510572
CA22	300790	510572
CA23 3	303424	514293
CA23	303424	514293
CA24 3	300162	514440
CA24	300162	514440
CA25 5	301815	515197
CA25	301815	515197
CA26 3	304154	517599
CA26	304154	517599
CA27 0	296886	511794
CA27	296886	511794
CA28 0	297288	517860
CA28 6	298262	519101
CA28 7	297531	518031
CA28 8	298818	516940
CA28 9	297224	516317
CA28	297991	517660
CA3 0	339814	558718
CA3 8	340030	555949
CA3 9	339680	557436
CA3	339801	557478
CA4 0	344756	547253
CA4 8	346092	555312
CA4 9	352183	546511
CA4	346689	550441
CA5 6	332718	555139
CA5 7	336974	547756
CA5	334740	551631
CA6 4	341830	561210
CA6 5	340003	570876
CA6 6	347845	570083
CA6	342968	567009
CA7 0	325487	550070
CA7 1	322056	540362
CA7 2	313668	539764
CA7 3	315669	542701
CA7 4	312820	552398
CA7 5	322860	557984
CA7 7	339557	555539
CA7 8	330145	542771
CA7 9	325477	548295
CA7	320498	546575
CA8 1	353498	560694
CA8 2	356802	563216
CA8 7	364872	563364
CA8 9	351383	555199
CA8	356195	560750
CA9 3	373517	545186
CA9	373517	545186
CA95 1	299012	528856
CA95	299012	528856
CA99 1	339557	555539
CA99	339557	555539
CA	328612	536680
CB1 0	543397	259148
CB1 1	545721	258545
CB1 2	546197	258078
CB1 3	547212	257561
CB1 7	546688	256518
CB1 8	547602	256001
CB1 9	549082	256909
CB1	546581	257655
CB10 1	552498	240550
CB10 2	558099	238132
CB10 9	553676	238362
CB10	555400	239200
CB11 3	553385	235025
CB11 4	550380	236702
CB11	551945	235829
CB2 0	546534	255301
CB2 1	545339	257897
CB2 3	545154	258417
CB2 7	545030	256944
CB2 8	545674	256441
CB2 9	544686	254845
CB2	545369	257017
CB21 4	558108	247549
CB21 5	553734	255743
CB21 6	553087	248969
CB21	556030	250488
CB22 3	548893	250221
CB22 4	547186	247349
CB22 5	546241	252629
CB22 6	541104	248270
CB22 7	542131	250984
CB22	546301	250371
CB23 1	539634	252832
CB23 2	534146	256240
CB23 3	528747	262384
CB23 4	533393	263393
CB23 5	532205	259183
CB23 6	532671	259591
CB23 7	538609	257837
CB23 8	538557	262443
CB23	535207	259289
CB24 3	540645	265497
CB24 4	536792	267055
CB24 5	539555	269787
CB24 6	547525	262480
CB24 8	545006	267575
CB24 9	544048	263414
CB24	542475	266069
CB25 0	557822	265874
CB25 9	550774	263940
CB25	553632	264724
CB3 0	543410	260215
CB3 9	544086	257554
CB3	543693	259102
CB4 0	546781	261391
CB4 1	546275	259981
CB4 2	545481	261025
CB4 3	544659	259990
CB4	545649	260407
CB5 8	547245	259315
CB5	547245	259315
CB6 1	555687	285114
CB6 2	548290	281161
CB6 3	550379	277115
CB6	551259	280900
CB7 4	555099	280942
CB7 5	560596	273345
CB7 9	554464	280307
CB7	557957	276848
CB8 0	562803	262146
CB8 1	564251	263230
CB8 7	564461	265738
CB8 8	568649	261348
CB8 9	567018	258377
CB8	565813	261910
CB9 0	567863	245665
CB9 7	567738	245615
CB9 8	567003	245114
CB9 9	566332	245805
CB9	567274	245571
CB	551166	258933
CF10 1	318074	176051
CF10 2	318406	176188
CF10 3	317903	176324
CF10 4	319215	175275
CF10 5	318558	174917
CF10	318439	175674
CF11 0	317709	173394
CF11 1	317628	174853
CF11 6	317442	175816
CF11 7	317894	174621
CF11 8	316714	175156
CF11 9	316925	176770
CF11	317320	175447
CF14 0	318462	182614
CF14 1	315921	179915
CF14 2	315216	179374
CF14 3	317347	178953
CF14 4	317127	180311
CF14 5	317361	181699
CF14 6	315998	181483
CF14 7	314784	181064
CF14 8	317238	181036
CF14 9	317210	182962
CF14	316555	180795
CF15 5	312626	182638
CF15 7	312594	183819
CF15 8	312773	180877
CF15 9	310071	182237
CF15	311880	182418
CF23 0	322540	178712
CF23 5	319254	178731
CF23 6	319214	180571
CF23 7	320464	181267
CF23 8	321151	182055
CF23 9	320193	179236
CF23	320035	180095
CF24 0	318968	176372
CF24 1	319931	177213
CF24 2	320433	176862
CF24 3	319067	177366
CF24 4	318331	177841
CF24 5	319876	175904
CF24	319362	177118
CF3 0	323929	181061
CF3 1	323051	180249
CF3 2	324922	181355
CF3 3	321990	179354
CF3 4	321675	180011
CF3 5	322463	181292
CF3 6	323373	183521
CF3	323004	180705
CF30 0	322417	180674
CF30	322417	180674
CF31 1	290677	180711
CF31 2	292083	180166
CF31 3	291368	178956
CF31 4	289480	180586
CF31 5	289039	179286
CF31 9	290870	179633
CF31	290621	180019
CF32 0	287398	179568
CF32 7	293391	191181
CF32 8	290404	189438
CF32 9	290313	183868
CF32	290310	185818
CF33 4	281974	181449
CF33 6	283500	182621
CF33	282752	182046
CF34 0	285791	192501
CF34 4	285319	191358
CF34 9	285595	190408
CF34	285694	191477
CF35 5	294419	179544
CF35 6	294866	182875
CF35	294674	181444
CF36 3	281446	177671
CF36 5	283007	177527
CF36 9	281626	176940
CF36	282077	177586
CF37 1	307303	189316
CF37 2	306320	190628
CF37 3	306684	193279
CF37 4	308130	190962
CF37 5	309591	187996
CF37 9	306661	189435
CF37	307659	190213
CF38 1	308702	186144
CF38 2	306827	184975
CF38	307690	185513
CF39 0	302209	192632
CF39 8	300053	188210
CF39 9	302482	190989
CF39	301341	190091
CF40 1	299967	191446
CF40 2	299311	193021
CF40 9	298174	192664
CF40	299593	192291
CF41 7	297538	195341
CF41	297538	195341
CF42 5	293633	198593
CF42 6	295657	196738
CF42 9	296043	196744
CF42	294728	197597
CF43 3	300844	194980
CF43 4	299096	197391
CF43 9	300351	196455
CF43	299782	196447
CF44 0	300959	203208
CF44 4	302075	200897
CF44 6	301226	200654
CF44 7	300205	202428
CF44 8	299100	203291
CF44 9	295753	205772
CF44	299321	203178
CF45 3	304944	198448
CF45 4	306766	196886
CF45 9	304723	199089
CF45	305900	197631
CF46 5	309472	196773
CF46 6	310579	197286
CF46 9	309884	196964
CF46	310088	197059
CF47 0	305458	206007
CF47 7	305074	205787
CF47 8	304772	206550
CF47 9	305217	207808
CF47	305161	206761
CF48 1	303672	206018
CF48 2	304642	208947
CF48 3	306635	208035
CF48 4	307043	201777
CF48	305411	205640
CF5 1	315895	176789
CF5 2	314815	178155
CF5 3	313710	177764
CF5 4	312894	176169
CF5 5	313560	175712
CF5 6	310687	175511
CF5 9	315131	176777
CF5	313755	176739
CF61 1	296846	168568
CF61 2	297473	169166
CF61	297069	168781
CF62 3	306088	167095
CF62 4	301349	168566
CF62 5	311563	166947
CF62 6	310112	167204
CF62 7	310638	167979
CF62 8	311057	168746
CF62 9	311656	169620
CF62	308962	168097
CF63 1	312661	169475
CF63 2	313392	169127
CF63 3	312822	168235
CF63 4	312113	168117
CF63 9	311582	167988
CF63	312645	168875
CF64 1	318481	172075
CF64 2	317508	172041
CF64 3	317912	170961
CF64 4	315883	171332
CF64 5	316700	168918
CF64 9	318547	171819
CF64	317322	171178
CF71 7	298738	174546
CF71 9	295850	172285
CF71	298546	174395
CF72 0	303619	182168
CF72 8	304732	182579
CF72 9	301331	181871
CF72	302943	182201
CF81 8	314896	199304
CF81 9	313328	202587
CF81	314057	201063
CF82 6	314114	195567
CF82 7	314716	194893
CF82 8	314085	196909
CF82 9	313769	194391
CF82	314457	195395
CF83 1	315274	186667
CF83 2	314247	187975
CF83 3	315906	188644
CF83 4	311939	189932
CF83 8	318680	188957
CF83 9	314787	187282
CF83	315660	188226
CF91 1	317180	174762
CF91 5	317153	174741
CF91	317159	174746
CF95 1	318777	176455
CF95	318777	176455
CF99 1	319399	174573
CF99	319399	174573
CF	308083	184512
CH1 1	340762	366261
CH1 2	340410	366360
CH1 3	340986	366816
CH1 4	339701	366974
CH1 5	338211	367948
CH1 6	337192	370481
CH1 9	340883	366954
CH1	339461	367579
CH2 1	341117	368835
CH2 2	341172	367922
CH2 3	341906	367394
CH2 4	343854	372698
CH2	342068	369290
CH25 9	332811	389382
CH25	332811	389382
CH26 9	329168	385955
CH26	329168	385955
CH27 9	330936	392046
CH27	330936	392046
CH28 9	326165	389866
CH28	326165	389866
CH29 9	321663	388815
CH29	321663	388815
CH3 5	342444	366327
CH3 6	342442	359337
CH3 7	345551	366212
CH3 8	349326	367682
CH3 9	348672	357783
CH3	345239	363535
CH30 9	327026	387474
CH30	327026	387474
CH31 9	326913	381988
CH31	326913	381988
CH32 9	333705	385472
CH32	333705	385472
CH33 9	329262	377592
CH33	329262	377592
CH34 9	339584	376428
CH34	339584	376428
CH4 0	333118	363148
CH4 7	340346	364944
CH4 8	338666	364784
CH4 9	337194	361928
CH4	337029	363719
CH41 0	329913	389470
CH41 1	331949	389754
CH41 2	331703	388314
CH41 3	331770	389312
CH41 4	331492	389074
CH41 5	332652	388839
CH41 6	332142	388912
CH41 7	329504	390147
CH41 8	330599	389713
CH41 9	332321	387827
CH41	331429	389097
CH42 0	331719	387759
CH42 1	333259	386414
CH42 2	332884	386421
CH42 3	332588	387035
CH42 4	332564	386254
CH42 5	332215	387311
CH42 6	331783	386589
CH42 7	331617	387396
CH42 8	330979	386528
CH42 9	331129	387165
CH42	332058	386861
CH43 0	329738	386550
CH43 1	330466	388287
CH43 2	329969	387448
CH43 3	329535	386098
CH43 4	331017	388439
CH43 5	330752	387453
CH43 6	329845	388160
CH43 7	328747	389600
CH43 8	329917	388958
CH43 9	328690	388066
CH43	329617	387990
CH44 0	331488	391972
CH44 1	331138	392084
CH44 2	329687	391914
CH44 3	330118	391528
CH44 4	331204	391091
CH44 5	330518	391509
CH44 6	332166	391071
CH44 7	332064	390670
CH44 8	331806	391719
CH44 9	331498	391201
CH44	331169	391444
CH45 0	329986	393371
CH45 1	331098	393358
CH45 2	330720	394027
CH45 3	329284	392916
CH45 4	330392	392325
CH45 5	330620	393131
CH45 6	329795	392652
CH45 7	331183	392656
CH45 8	328918	392396
CH45 9	330411	393664
CH45	330226	392957
CH46 0	326152	389495
CH46 1	327171	391079
CH46 2	327602	391656
CH46 3	326512	391488
CH46 4	325719	390979
CH46 5	325128	389054
CH46 6	325243	389809
CH46 7	325615	390297
CH46 8	326461	390370
CH46 9	326905	389885
CH46	326249	390260
CH47 0	322748	389703
CH47 1	321108	388832
CH47 2	321688	389198
CH47 3	322024	389404
CH47 4	321689	388609
CH47 5	322357	389886
CH47 6	322942	390142
CH47 7	323352	390228
CH47 8	323582	390153
CH47 9	323554	389422
CH47	322328	389466
CH48 0	321281	386548
CH48 1	323561	385997
CH48 2	322294	385748
CH48 3	321698	386205
CH48 4	321464	386913
CH48 5	321507	387381
CH48 6	322563	387222
CH48 7	322062	386818
CH48 8	322689	386579
CH48 9	323224	386903
CH48	322263	386638
CH49 0	327194	387929
CH49 1	326022	387138
CH49 2	325799	387811
CH49 3	325354	387119
CH49 4	326370	388739
CH49 5	327628	386602
CH49 6	326917	388336
CH49 7	328068	386824
CH49 8	327669	387191
CH49 9	327515	387601
CH49	326657	387696
CH5 1	330748	368283
CH5 2	332658	368258
CH5 3	330576	366080
CH5 4	328928	369163
CH5 9	332162	368438
CH5	330537	367959
CH6 5	324374	372348
CH6 6	321597	375377
CH6 9	323910	372767
CH6	323604	373184
CH60 0	327031	381472
CH60 1	328425	381808
CH60 2	327832	381679
CH60 3	327859	380809
CH60 4	326503	381431
CH60 5	327282	381979
CH60 6	326258	382387
CH60 7	326900	382247
CH60 8	327021	380780
CH60 9	325717	381843
CH60	327090	381635
CH61 0	324916	384445
CH61 1	327932	384060
CH61 2	325657	384169
CH61 3	326655	384686
CH61 4	325741	385003
CH61 5	326773	383502
CH61 6	326761	382967
CH61 7	327538	384657
CH61 8	326559	383908
CH61 9	327092	384010
CH61	326736	384118
CH62 0	336234	380558
CH62 1	333892	385557
CH62 2	334500	382642
CH62 3	335156	382909
CH62 4	334263	384379
CH62 5	333626	385003
CH62 6	334783	380907
CH62 7	334734	381803
CH62 8	335269	380248
CH62 9	335436	379454
CH62	334729	382350
CH63 0	334034	380704
CH63 1	330395	381106
CH63 2	332179	384227
CH63 3	333007	383643
CH63 4	331441	380980
CH63 5	331924	385489
CH63 6	330606	383634
CH63 7	333208	384558
CH63 8	332075	385086
CH63 9	333269	382830
CH63	332702	383535
CH64 0	329272	376337
CH64 1	333232	378141
CH64 2	332841	377604
CH64 3	329121	378503
CH64 4	330025	376573
CH64 5	331937	374257
CH64 6	328295	378075
CH64 7	330774	378386
CH64 8	332039	376053
CH64 9	329540	377472
CH64	330246	377323
CH65 0	340153	375960
CH65 1	338133	378700
CH65 2	340130	376976
CH65 3	339184	377058
CH65 4	340755	376536
CH65 5	340726	375564
CH65 6	339594	374975
CH65 7	338938	375816
CH65 8	339530	376417
CH65 9	340414	374859
CH65	339925	375939
CH66 0	335737	374773
CH66 1	337754	377292
CH66 2	338457	374551
CH66 3	337866	376317
CH66 4	337177	376013
CH66 5	336467	377667
CH66 6	335603	378543
CH66 7	335282	377970
CH66 8	334647	375772
CH66 9	334894	374737
CH66	337677	375975
CH7 1	323636	363834
CH7 2	327649	363798
CH7 3	328544	364458
CH7 4	324704	359537
CH7 5	317725	366786
CH7 6	325306	366285
CH7 9	323650	364050
CH7	324290	364242
CH70 8	338457	366582
CH70	338457	366582
CH8 7	318864	376327
CH8 8	317920	373539
CH8 9	313746	381123
CH8	317086	376887
CH88 3	341087	367059
CH88	341087	367059
CH99 1	341010	367104
CH99 9	340395	365060
CH99	340656	365927
CH	331798	377851
CM0 7	597084	202588
CM0 8	595010	196397
CM0	596165	199846
CM1 1	570739	207153
CM1 2	569409	207584
CM1 3	567548	205884
CM1 4	567602	209681
CM1 6	572364	208828
CM1 7	570995	209323
CM1 9	570915	207165
CM1	569669	208029
CM11 1	569974	195693
CM11 2	568894	193632
CM11	569338	194478
CM12 0	567255	195864
CM12 9	567156	193870
CM12	567209	194933
CM13 1	562789	195388
CM13 2	561714	193985
CM13 3	561322	190533
CM13	561957	193357
CM14 4	559067	193579
CM14 5	558221	193545
CM14 9	559626	193753
CM14	558795	193588
CM15 0	559110	198862
CM15 8	560732	194563
CM15 9	558848	195175
CM15	559477	196410
CM16 4	545942	201851
CM16 5	545485	202163
CM16 6	547757	204160
CM16 7	546230	200325
CM16 9	546169	202333
CM16	546571	202271
CM17 0	548819	211542
CM17 9	547568	209226
CM17	548161	210323
CM18 6	545515	208841
CM18 7	545356	207945
CM18	545442	208432
CM19 4	543930	208690
CM19 5	542302	208955
CM19	543098	208826
CM2 0	570711	206241
CM2 5	573251	208498
CM2 6	572467	207223
CM2 7	573140	205057
CM2 8	571392	203517
CM2 9	571081	205242
CM2	571818	205472
CM20 1	544183	210257
CM20 2	545615	211418
CM20 3	545793	210247
CM20 9	544578	210123
CM20	545148	210581
CM21 0	547218	214736
CM21 1	548961	214853
CM21 9	548523	214844
CM21	548010	214801
CM22 6	554383	224418
CM22 7	552070	216762
CM22	553200	220501
CM23 1	548021	226617
CM23 2	548656	221691
CM23 3	548752	220544
CM23 4	547747	220111
CM23 5	549925	221526
CM23 9	548842	220902
CM23	548709	221420
CM24 1	554669	222976
CM24 8	551275	224883
CM24	551820	224577
CM3 1	570123	215563
CM3 2	578463	212704
CM3 3	573997	210885
CM3 4	578335	205139
CM3 5	580909	197274
CM3 6	587534	200547
CM3 7	580040	196975
CM3 8	576517	199820
CM3	578651	205463
CM4 0	563371	201029
CM4 9	567184	199160
CM4	565387	200041
CM5 0	555780	206793
CM5 5	555239	202949
CM5 9	554866	202662
CM5	555363	204898
CM6 1	561237	219732
CM6 2	560781	227578
CM6 3	566528	222345
CM6	562864	222546
CM7 0	576354	223115
CM7 1	575921	222366
CM7 2	575068	223115
CM7 3	576928	222840
CM7 4	569651	231442
CM7 5	574636	225675
CM7 9	576791	223791
CM7	574742	225080
CM77 6	572508	222632
CM77 7	574280	221172
CM77 8	578245	221816
CM77	575830	221785
CM8 1	581270	214485
CM8 2	581903	215515
CM8 3	582847	215606
CM8	581931	215155
CM9 4	585785	208001
CM9 5	585342	206717
CM9 6	583967	206133
CM9 8	590736	211346
CM9 9	585080	207105
CM9	586507	208134
CM92 1	542326	209863
CM92	542326	209863
CM98 1	573962	208945
CM98	573962	208945
CM99 1	570659	206896
CM99 2	571061	207179
CM99	571037	207162
CM	565755	208882
CO1 1	599642	225504
CO1 2	600716	224875
CO1 9	600370	225231
CO1	600248	225171
CO10 0	589618	242009
CO10 1	587423	242131
CO10 2	587670	241358
CO10 5	595506	240439
CO10 7	583655	243515
CO10 8	576737	246094
CO10 9	588721	247379
CO10	586616	243501
CO11 1	611074	232548
CO11 2	612102	230510
CO11 9	610596	231846
CO11	611574	231544
CO12 3	625490	231660
CO12 4	623951	231154
CO12 5	620559	229120
CO12	623754	230878
CO13 0	622668	220851
CO13 9	623798	220036
CO13	623112	220531
CO14 8	625132	221895
CO14	625132	221895
CO15 1	617128	214569
CO15 2	615186	213801
CO15 3	617159	215710
CO15 4	618016	217138
CO15 5	619892	216455
CO15 6	618269	215516
CO15 9	617712	215514
CO15	617639	215563
CO16 0	617260	223074
CO16 7	615874	215649
CO16 8	613915	215867
CO16 9	615968	219913
CO16	615348	218215
CO2 0	597363	220474
CO2 7	599599	224156
CO2 8	600855	223234
CO2 9	598089	222859
CO2	599341	222930
CO3 0	595897	224378
CO3 3	598608	224875
CO3 4	597171	224253
CO3 8	594554	224297
CO3 9	596042	224735
CO3	596955	224555
CO4 0	601422	226573
CO4 3	602123	225549
CO4 5	599904	228959
CO4 9	600978	228038
CO4	601032	227343
CO5 0	589518	216175
CO5 1	589326	216716
CO5 7	601250	219354
CO5 8	601714	213106
CO5 9	587605	219134
CO5	594541	216570
CO6 1	588158	223497
CO6 2	586753	229116
CO6 3	594306	228132
